g,Vc_L,Vp_L,CL_L_h,Q_L_h,k10_1_h,k12_1_h,k21_1_h,Cmax_central_mg_L,Tmax_central_h,AUC_central_mg_h_L,Ctrough_central_mg_L,Cmax_peripheral_mg_L,Tmax_peripheral_h,AUC_peripheral_mg_h_L,Ctrough_peripheral_mg_L,AUC_tissue_plasma_ratio
0.01,15.848931924611136,75.3565929452874,1.25594321575479,0.3184857364427979,0.07924465962305567,0.020095091452076642,0.00422638184656297,11.564683888924861,40.0,333.12976100763484,5.260124588783529,1.2836493572901508,48.0,29.417956144201145,1.0512518076573092,0.08830779950497107
0.16,12.011244339814313,43.280997177216406,2.885399811814427,2.218063498096469,0.2402248867962862,0.18466558795612337,0.05124797584987441,9.824037508462485,40.0,156.26750751135864,1.499852904439489,3.2018372415331573,43.58,97.93353155533654,2.7212769775597834,0.6267043809361202
0.38,11.01594199203232,36.405293391546294,3.7402883394173654,4.063857815402474,0.33953413535788995,0.3689069730343358,0.1116282121859275,10.496638618538402,40.0,130.33384963960125,1.4197074054305925,3.2545057679993183,42.39,106.78056267346078,2.503624752031151,0.8192849591163773
1.0,10.0,30.0,5.0,8.0,0.5,0.8,0.26666666666666666,11.167784986737349,40.0,106.84183537304966,1.1688414321504323,3.0156659019733727,41.54,100.17909164565515,1.7673116506090512,0.9376391868959305
2.0,9.330329915368074,26.116516898883724,6.155722066724581,12.996038341699768,0.6597539553864472,1.3928809012737986,0.49761759548629725,11.577486300115824,40.0,91.08040927862771,0.8609224046091265,2.8752039647416314,41.07,88.75134705116177,1.184657173092102,0.9744285050329428
5.0,8.513399225207847,21.743389910330865,8.103282983463812,24.681354508800382,0.9518269693579391,2.8991186547107817,1.1351198966943794,12.202147124859982,40.0,71.97905239100642,0.45699520403726906,2.9072462546190594,40.62,71.53620038308983,0.5712469452635669,0.9938474876619532
10.0,7.943282347242815,18.928720334405796,9.976311574844397,40.094978690181776,1.2559432157547898,5.047658755841545,2.118208625931417,12.813645850217577,40.0,59.39801688382056,0.2251317822846267,3.12643442458594,40.39,59.33577479636179,0.26648714005268836,0.9989521184254263
100.0,6.3095734448019325,11.943215116604916,19.90535852767486,200.95091452076636,3.154786722400966,31.84857364427977,16.825529186138485,15.850056224934383,32.0,30.062322498537007,0.0011361760565597127,4.958741502969309,32.06,30.14149628339345,0.0012114327959390856,1.0026336549632948
